segment_text,main_category,subcategory,combined_category,word_count,token_count,start_position,end_position,original_sentence,token_ids,segment_id
"Lentamente, senza produrre il minimo scricchiolio, aggirai il macigno che ci serviva da rifugio.",UNLABELLED,UNLABELLED,UNLABELLED,14,17,67436,67532,"Lentamente, senza produrre il minimo scricchiolio, aggirai il macigno che ci serviva da rifugio.","['721-1', '721-2', '721-3', '721-4', '721-5', '721-6', '721-7', '721-8', '721-9', '721-10', '721-11', '721-12', '721-13', '721-14', '721-15', '721-16', '721-17']",769
"Lasciavo indifesa per un attimo la donna; era un rischio che dovevo correre, mi dicevo che frattanto nulla sarebbe successo.",UNLABELLED,UNLABELLED,UNLABELLED,20,23,67533,67657,"Lasciavo indifesa per un attimo la donna; era un rischio che dovevo correre, mi dicevo che frattanto nulla sarebbe successo.","['722-1', '722-2', '722-3', '722-4', '722-5', '722-6', '722-7', '722-8', '722-9', '722-10', '722-11', '722-12', '722-13', '722-14', '722-15', '722-16', '722-17', '722-18', '722-19', '722-20', '722-21', '722-22', '722-23']",770
"Sentivo il cuore battermi e spingere verso la gola, ma la mano adesso non tremava più.",UNLABELLED,UNLABELLED,UNLABELLED,16,18,67658,67744,"Sentivo il cuore battermi e spingere verso la gola, ma la mano adesso non tremava più.","['723-1', '723-2', '723-3', '723-4', '723-5', '723-6', '723-7', '723-8', '723-9', '723-10', '723-11', '723-12', '723-13', '723-14', '723-15', '723-16', '723-17', '723-18']",771
"Feci pochi passi, finché ebbi aggirato tutto il macigno e spinsi lo sguardo verso l ’ altra roccia, dove l ’ ombra si nascondeva: ma non vidi nulla.",UNLABELLED,UNLABELLED,UNLABELLED,26,32,67745,67889,"Feci pochi passi, finché ebbi aggirato tutto il macigno e spinsi lo sguardo verso l’altra roccia, dove l’ombra si nascondeva: ma non vidi nulla.","['724-1', '724-2', '724-3', '724-4', '724-5', '724-6', '724-7', '724-8', '724-9', '724-10', '724-11', '724-12', '724-13', '724-14', '724-15', '724-16', '724-17', '724-18', '724-19', '724-20', '724-21', '724-22', '724-23', '724-24', '724-25', '724-26', '724-27', '724-28', '724-29', '724-30', '724-31', '724-32']",772
Forse la bestia aveva notato la mia manovra ed era fuggita.,UNLABELLED,UNLABELLED,UNLABELLED,11,12,67890,67949,Forse la bestia aveva notato la mia manovra ed era fuggita.,"['725-1', '725-2', '725-3', '725-4', '725-5', '725-6', '725-7', '725-8', '725-9', '725-10', '725-11', '725-12']",773
"Allora, a passo deciso, raggiunsi la roccia e la ispezionai.",UNLABELLED,UNLABELLED,UNLABELLED,10,13,67950,68010,"Allora, a passo deciso, raggiunsi la roccia e la ispezionai.","['726-1', '726-2', '726-3', '726-4', '726-5', '726-6', '726-7', '726-8', '726-9', '726-10', '726-11', '726-12', '726-13']",774
Niente.,UNLABELLED,UNLABELLED,UNLABELLED,1,2,68011,68018,Niente.,"['727-1', '727-2']",775
Tossii per rassicurarmi.,UNLABELLED,UNLABELLED,UNLABELLED,3,4,68019,68043,Tossii per rassicurarmi.,"['728-1', '728-2', '728-3', '728-4']",776
In quel momento feci un ’ ipotesi assurda,Narrator,Judgement,Narrator_Judgement,7,8,68047,68086,In quel momento feci un’ipotesi assurda.,"['729-1', '729-2', '729-3', '729-4', '729-5', '729-6', '729-7', '729-8']",777
.,UNLABELLED,UNLABELLED,UNLABELLED,0,1,68086,68087,In quel momento feci un’ipotesi assurda.,['729-9'],778
"Colpa dei nervi già troppo scossi, lo so, colpa di quella notte interminabile e di quel buio senza soluzione:",Narrator,Judgement,Narrator_Judgement,19,22,68088,68197,"Colpa dei nervi già troppo scossi, lo so, colpa di quella notte interminabile e di quel buio senza soluzione: pensai che l’ombra fosse un coccodrillo.","['730-1', '730-2', '730-3', '730-4', '730-5', '730-6', '730-7', '730-8', '730-9', '730-10', '730-11', '730-12', '730-13', '730-14', '730-15', '730-16', '730-17', '730-18', '730-19', '730-20', '730-21', '730-22']",779
pensai che l ’ ombra fosse un coccodrillo.,UNLABELLED,UNLABELLED,UNLABELLED,7,9,68198,68238,"Colpa dei nervi già troppo scossi, lo so, colpa di quella notte interminabile e di quel buio senza soluzione: pensai che l’ombra fosse un coccodrillo.","['730-23', '730-24', '730-25', '730-26', '730-27', '730-28', '730-29', '730-30', '730-31']",780
"Lo spavento della donna, quando avevo disegnato quest ’ animale sul taccuino, il nome di Harghez segnato sulla carta per indicare quella località, furono i due elementi che agirono",Narrator,Knowledge,Narrator_Knowledge,28,32,68239,68417,"Lo spavento della donna, quando avevo disegnato quest’animale sul taccuino, il nome di Harghez segnato sulla carta per indicare quella località, furono i due elementi che agirono per alimentare la mia romantica fantasia, del tutto degna del topografo.","['731-1', '731-2', '731-3', '731-4', '731-5', '731-6', '731-7', '731-8', '731-9', '731-10', '731-11', '731-12', '731-13', '731-14', '731-15', '731-16', '731-17', '731-18', '731-19', '731-20', '731-21', '731-22', '731-23', '731-24', '731-25', '731-26', '731-27', '731-28', '731-29', '731-30', '731-31', '731-32']",781
"per alimentare la mia romantica fantasia, del tutto degna del topografo.",Narrator,Judgement,Narrator_Judgement,11,13,68418,68490,"Lo spavento della donna, quando avevo disegnato quest’animale sul taccuino, il nome di Harghez segnato sulla carta per indicare quella località, furono i due elementi che agirono per alimentare la mia romantica fantasia, del tutto degna del topografo.","['731-33', '731-34', '731-35', '731-36', '731-37', '731-38', '731-39', '731-40', '731-41', '731-42', '731-43', '731-44', '731-45']",782
"Ma subito la scacciai: così distante dal fiume, giammai un coccodrillo si sarebbe azzardato.",UNLABELLED,UNLABELLED,UNLABELLED,14,17,68491,68583,"Ma subito la scacciai: così distante dal fiume, giammai un coccodrillo si sarebbe azzardato.","['732-1', '732-2', '732-3', '732-4', '732-5', '732-6', '732-7', '732-8', '732-9', '732-10', '732-11', '732-12', '732-13', '732-14', '732-15', '732-16', '732-17']",783
"E inoltre quelle bestie, quando camminano sulla terra ferma, hanno il passo tardo.",UNLABELLED,UNLABELLED,UNLABELLED,13,16,68584,68666,"E inoltre quelle bestie, quando camminano sulla terra ferma, hanno il passo tardo.","['733-1', '733-2', '733-3', '733-4', '733-5', '733-6', '733-7', '733-8', '733-9', '733-10', '733-11', '733-12', '733-13', '733-14', '733-15', '733-16']",784
Risi dunque della mia immaginazione.,UNLABELLED,UNLABELLED,UNLABELLED,5,6,68667,68703,Risi dunque della mia immaginazione.,"['734-1', '734-2', '734-3', '734-4', '734-5', '734-6']",785
"No, era una iena, fors ’ anche un leopardo, benché si vadano facendo rari persino nei bassopiani.",UNLABELLED,UNLABELLED,UNLABELLED,16,21,68704,68799,"No, era una iena, fors’anche un leopardo, benché si vadano facendo rari persino nei bassopiani.","['735-1', '735-2', '735-3', '735-4', '735-5', '735-6', '735-7', '735-8', '735-9', '735-10', '735-11', '735-12', '735-13', '735-14', '735-15', '735-16', '735-17', '735-18', '735-19', '735-20', '735-21']",786
Ecco rapidissima l ’ ombra passarmi davanti.,UNLABELLED,UNLABELLED,UNLABELLED,6,8,68803,68845,Ecco rapidissima l’ombra passarmi davanti.,"['736-1', '736-2', '736-3', '736-4', '736-5', '736-6', '736-7', '736-8']",787
"Strisciò sulla terra, per un attimo illuminata dal fuoco: fu un lampo.",UNLABELLED,UNLABELLED,UNLABELLED,12,15,68846,68916,"Strisciò sulla terra, per un attimo illuminata dal fuoco: fu un lampo.","['737-1', '737-2', '737-3', '737-4', '737-5', '737-6', '737-7', '737-8', '737-9', '737-10', '737-11', '737-12', '737-13', '737-14', '737-15']",788
Sparai due volte.,UNLABELLED,UNLABELLED,UNLABELLED,3,4,68917,68934,Sparai due volte.,"['738-1', '738-2', '738-3', '738-4']",789
"L ’ ombra mi urtò, sentii il fetore selvaggio della sua pelliccia, e io caddi mentre le scaricavo addosso l ’ arma per la terza volta.",UNLABELLED,UNLABELLED,UNLABELLED,24,29,68935,69065,"L’ombra mi urtò, sentii il fetore selvaggio della sua pelliccia, e io caddi mentre le scaricavo addosso l’arma per la terza volta.","['739-1', '739-2', '739-3', '739-4', '739-5', '739-6', '739-7', '739-8', '739-9', '739-10', '739-11', '739-12', '739-13', '739-14', '739-15', '739-16', '739-17', '739-18', '739-19', '739-20', '739-21', '739-22', '739-23', '739-24', '739-25', '739-26', '739-27', '739-28', '739-29']",790
"La bestia scomparve urlando e la sentii lontano, più tardi, agonizzare.",Narrator,Knowledge,Narrator_Knowledge,11,14,69066,69137,"La bestia scomparve urlando e la sentii lontano, più tardi, agonizzare.","['740-1', '740-2', '740-3', '740-4', '740-5', '740-6', '740-7', '740-8', '740-9', '740-10', '740-11', '740-12', '740-13', '740-14']",791
Ritornai verso la donna.,UNLABELLED,UNLABELLED,UNLABELLED,4,5,69141,69165,Ritornai verso la donna.,"['741-1', '741-2', '741-3', '741-4', '741-5']",792
"Tutto quello che successe dopo, ancora stento a crederlo",Narrator,Knowledge,Narrator_Knowledge,9,10,69166,69222,"Tutto quello che successe dopo, ancora stento a crederlo.","['742-1', '742-2', '742-3', '742-4', '742-5', '742-6', '742-7', '742-8', '742-9', '742-10']",793
.,UNLABELLED,UNLABELLED,UNLABELLED,0,1,69222,69223,"Tutto quello che successe dopo, ancora stento a crederlo.",['742-11'],794
La donna s ’ era gettata bocconi e si premeva una mano sul ventre.,UNLABELLED,UNLABELLED,UNLABELLED,13,15,69227,69291,La donna s’era gettata bocconi e si premeva una mano sul ventre.,"['743-1', '743-2', '743-3', '743-4', '743-5', '743-6', '743-7', '743-8', '743-9', '743-10', '743-11', '743-12', '743-13', '743-14', '743-15']",795
"Dopo un istante, ancora immersa in un sonno assurdo, gettò un primo lamento, lungo, straziante, un lamento che avevo già sentito in quella clinica, dietro la porta della sala operatoria.",UNLABELLED,UNLABELLED,UNLABELLED,30,37,69292,69478,"Dopo un istante, ancora immersa in un sonno assurdo, gettò un primo lamento, lungo, straziante, un lamento che avevo già sentito in quella clinica, dietro la porta della sala operatoria.","['744-1', '744-2', '744-3', '744-4', '744-5', '744-6', '744-7', '744-8', '744-9', '744-10', '744-11', '744-12', '744-13', '744-14', '744-15', '744-16', '744-17', '744-18', '744-19', '744-20', '744-21', '744-22', '744-23', '744-24', '744-25', '744-26', '744-27', '744-28', '744-29', '744-30', '744-31', '744-32', '744-33', '744-34', '744-35', '744-36', '744-37']",796
"Era il lamento selvaggio, la protesta che teniamo in serbo per l ’ ultima ora, quando arriva troppo presto e ci sorprende.",UNLABELLED,UNLABELLED,UNLABELLED,21,25,69479,69599,"Era il lamento selvaggio, la protesta che teniamo in serbo per l’ultima ora, quando arriva troppo presto e ci sorprende.","['745-1', '745-2', '745-3', '745-4', '745-5', '745-6', '745-7', '745-8', '745-9', '745-10', '745-11', '745-12', '745-13', '745-14', '745-15', '745-16', '745-17', '745-18', '745-19', '745-20', '745-21', '745-22', '745-23', '745-24', '745-25']",797
Era soprattutto il lamento di chi non vuol crederci.,UNLABELLED,UNLABELLED,UNLABELLED,9,10,69600,69652,Era soprattutto il lamento di chi non vuol crederci.,"['746-1', '746-2', '746-3', '746-4', '746-5', '746-6', '746-7', '746-8', '746-9', '746-10']",798
"Stavo vicino a lei e mi illudevo di non capire, ma avevo capito.",UNLABELLED,UNLABELLED,UNLABELLED,13,15,69656,69720,"Stavo vicino a lei e mi illudevo di non capire, ma avevo capito.","['747-1', '747-2', '747-3', '747-4', '747-5', '747-6', '747-7', '747-8', '747-9', '747-10', '747-11', '747-12', '747-13', '747-14', '747-15']",799
Ero stato io.,UNLABELLED,UNLABELLED,UNLABELLED,3,4,69721,69734,Ero stato io.,"['748-1', '748-2', '748-3', '748-4']",800
"La mano che spara sa se colpisce, e la mia destra tremava.",UNLABELLED,UNLABELLED,UNLABELLED,12,14,69735,69793,"La mano che spara sa se colpisce, e la mia destra tremava.","['749-1', '749-2', '749-3', '749-4', '749-5', '749-6', '749-7', '749-8', '749-9', '749-10', '749-11', '749-12', '749-13', '749-14']",801
"Quando la donna tolse la mano dal ventre, vidi che era lustra di sangue.",UNLABELLED,UNLABELLED,UNLABELLED,14,16,69794,69866,"Quando la donna tolse la mano dal ventre, vidi che era lustra di sangue.","['750-1', '750-2', '750-3', '750-4', '750-5', '750-6', '750-7', '750-8', '750-9', '750-10', '750-11', '750-12', '750-13', '750-14', '750-15', '750-16']",802
"L ’ avevo colpita, la pallottola era stata deviata, forse da qualche pietra, perché nego che anche nel disordine della caduta io possa aver perduto l ’ orientamento.",Narrator,Indexicals,Narrator_Indexicals,26,32,69867,70028,"L’avevo colpita, la pallottola era stata deviata, forse da qualche pietra, perché nego che anche nel disordine della caduta io possa aver perduto l’orientamento.","['751-1', '751-2', '751-3', '751-4', '751-5', '751-6', '751-7', '751-8', '751-9', '751-10', '751-11', '751-12', '751-13', '751-14', '751-15', '751-16', '751-17', '751-18', '751-19', '751-20', '751-21', '751-22', '751-23', '751-24', '751-25', '751-26', '751-27', '751-28', '751-29', '751-30', '751-31', '751-32']",803
"Non avevo mancato i primi due colpi e il terzo avevo cercato di spararlo basso, appunto per non sbagliare, poiché il contraccolpo della rivoltella tende a far alzare il braccio.",UNLABELLED,UNLABELLED,UNLABELLED,30,33,70029,70206,"Non avevo mancato i primi due colpi e il terzo avevo cercato di spararlo basso, appunto per non sbagliare, poiché il contraccolpo della rivoltella tende a far alzare il braccio.","['752-1', '752-2', '752-3', '752-4', '752-5', '752-6', '752-7', '752-8', '752-9', '752-10', '752-11', '752-12', '752-13', '752-14', '752-15', '752-16', '752-17', '752-18', '752-19', '752-20', '752-21', '752-22', '752-23', '752-24', '752-25', '752-26', '752-27', '752-28', '752-29', '752-30', '752-31', '752-32', '752-33']",804
Avevo sparato basso e non c ’ è altra spiegazione: una pietra.,UNLABELLED,UNLABELLED,UNLABELLED,11,14,70207,70267,Avevo sparato basso e non c’è altra spiegazione: una pietra.,"['753-1', '753-2', '753-3', '753-4', '753-5', '753-6', '753-7', '753-8', '753-9', '753-10', '753-11', '753-12', '753-13', '753-14']",805
"Per quanto dura, la pelle di quella bestia, non avrebbe potuto deviare il colpo.",UNLABELLED,UNLABELLED,UNLABELLED,14,17,70268,70348,"Per quanto dura, la pelle di quella bestia, non avrebbe potuto deviare il colpo.","['754-1', '754-2', '754-3', '754-4', '754-5', '754-6', '754-7', '754-8', '754-9', '754-10', '754-11', '754-12', '754-13', '754-14', '754-15', '754-16', '754-17']",806
"Una pietra, dunque, e non pensiamoci più, una di queste maledette pietre che, per bene che vada, nascondono uno scorpione.",UNLABELLED,UNLABELLED,UNLABELLED,20,26,70352,70474,"Una pietra, dunque, e non pensiamoci più, una di queste maledette pietre che, per bene che vada, nascondono uno scorpione.","['755-1', '755-2', '755-3', '755-4', '755-5', '755-6', '755-7', '755-8', '755-9', '755-10', '755-11', '755-12', '755-13', '755-14', '755-15', '755-16', '755-17', '755-18', '755-19', '755-20', '755-21', '755-22', '755-23', '755-24', '755-25', '755-26']",807
"Ma ora la donna era lì, bocconi, e gemeva.",UNLABELLED,UNLABELLED,UNLABELLED,9,12,70478,70520,"Ma ora la donna era lì, bocconi, e gemeva.","['756-1', '756-2', '756-3', '756-4', '756-5', '756-6', '756-7', '756-8', '756-9', '756-10', '756-11', '756-12']",808
"Quel corpo che prima avevo vegliato ora si contorceva per lo spasimo di una ferita tanto più atroce perché inspiegabile, ed era anche doloroso non poterle far capire che si trattava di una crudele disgrazia.",UNLABELLED,UNLABELLED,UNLABELLED,35,37,70521,70728,"Quel corpo che prima avevo vegliato ora si contorceva per lo spasimo di una ferita tanto più atroce perché inspiegabile, ed era anche doloroso non poterle far capire che si trattava di una crudele disgrazia.","['757-1', '757-2', '757-3', '757-4', '757-5', '757-6', '757-7', '757-8', '757-9', '757-10', '757-11', '757-12', '757-13', '757-14', '757-15', '757-16', '757-17', '757-18', '757-19', '757-20', '757-21', '757-22', '757-23', '757-24', '757-25', '757-26', '757-27', '757-28', '757-29', '757-30', '757-31', '757-32', '757-33', '757-34', '757-35', '757-36', '757-37']",809
"Quando tentai di sollevarla e di metterle lo zaino sotto la testa, mi guardò come sempre aveva fatto, con gli occhi socchiusi, cercando di capire.",UNLABELLED,UNLABELLED,UNLABELLED,25,29,70729,70875,"Quando tentai di sollevarla e di metterle lo zaino sotto la testa, mi guardò come sempre aveva fatto, con gli occhi socchiusi, cercando di capire.","['758-1', '758-2', '758-3', '758-4', '758-5', '758-6', '758-7', '758-8', '758-9', '758-10', '758-11', '758-12', '758-13', '758-14', '758-15', '758-16', '758-17', '758-18', '758-19', '758-20', '758-21', '758-22', '758-23', '758-24', '758-25', '758-26', '758-27', '758-28', '758-29']",810
"Non ero stato io, questo pensava.",Indigenous,UNLABELLED,Indigenous,6,8,70876,70909,"Non ero stato io, questo pensava.","['759-1', '759-2', '759-3', '759-4', '759-5', '759-6', '759-7', '759-8']",811
"Qualcuno aveva sparato ma non io, non era possibile che fossi stato io.",Indigenous,UNLABELLED,Indigenous,13,15,70910,70981,"Qualcuno aveva sparato ma non io, non era possibile che fossi stato io.","['760-1', '760-2', '760-3', '760-4', '760-5', '760-6', '760-7', '760-8', '760-9', '760-10', '760-11', '760-12', '760-13', '760-14', '760-15']",812
