segment_text,main_category,subcategory,combined_category,word_count,token_count,start_position,end_position,original_sentence,token_ids,segment_id,pos_tags,lemmas,pos_counts,pos_distribution,dominant_pos,lexical_diversity,function_content_ratio,total_tokens
"Ma sì, guardate pure, erano le nostre mani, e sarà sempre peggio, cadranno addirittura, e allora qualcuno dovrà imboccarci il cibo, e lo farà a malincuore, con la gola chiusa per lo schifo, per meritarsi questo cielo grave e nitido che è sopra di noi.",Indigenous,UNLABELLED,Indigenous,45,54,222230,222481,"Ma sì, guardate pure, erano le nostre mani, e sarà sempre peggio, cadranno addirittura, e allora qualcuno dovrà imboccarci il cibo, e lo farà a malincuore, con la gola chiusa per lo schifo, per meritarsi questo cielo grave e nitido che è sopra di noi.","['2481-1', '2481-2', '2481-3', '2481-4', '2481-5', '2481-6', '2481-7', '2481-8', '2481-9', '2481-10', '2481-11', '2481-12', '2481-13', '2481-14', '2481-15', '2481-16', '2481-17', '2481-18', '2481-19', '2481-20', '2481-21', '2481-22', '2481-23', '2481-24', '2481-25', '2481-26', '2481-27', '2481-28', '2481-29', '2481-30', '2481-31', '2481-32', '2481-33', '2481-34', '2481-35', '2481-36', '2481-37', '2481-38', '2481-39', '2481-40', '2481-41', '2481-42', '2481-43', '2481-44', '2481-45', '2481-46', '2481-47', '2481-48', '2481-49', '2481-50', '2481-51', '2481-52', '2481-53', '2481-54']",2581,"['CCONJ', 'INTJ', 'PUNCT', 'VERB', 'ADV', 'PUNCT', 'AUX', 'DET', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'AUX', 'ADV', 'ADV', 'PUNCT', 'VERB', 'ADV', 'PUNCT', 'CCONJ', 'ADV', 'PRON', 'AUX', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'VERB', 'PRON', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'PRON', 'AUX', 'ADV', 'ADP', 'PRON', 'PUNCT']","['ma', 'sì', ',', 'guardare', 'pure', ',', 'essere', 'il', 'nostro', 'mano', ',', 'e', 'essere', 'sempre', 'peggio', ',', 'cadere', 'addirittura', ',', 'e', 'allora', 'qualcuno', 'dovere', 'imboccare', 'ci', 'il', 'cibo', ',', 'e', 'lo', 'fare', 'a', 'malincuore', ',', 'con', 'il', 'gola', 'chiudere', 'per', 'il', 'schifo', ',', 'per', 'meritare', 'si', 'questo', 'cielo', 'grave', 'e', 'nitido', 'che', 'essere', 'sopra', 'di', 'noi', '.']","{'CCONJ': 5, 'INTJ': 1, 'PUNCT': 9, 'VERB': 6, 'ADV': 6, 'AUX': 4, 'DET': 6, 'NOUN': 6, 'PRON': 6, 'ADP': 5, 'ADJ': 2}","{'CCONJ': 0.08928571428571429, 'INTJ': 0.017857142857142856, 'PUNCT': 0.16071428571428573, 'VERB': 0.10714285714285714, 'ADV': 0.10714285714285714, 'AUX': 0.07142857142857142, 'DET': 0.10714285714285714, 'NOUN': 0.10714285714285714, 'PRON': 0.10714285714285714, 'ADP': 0.08928571428571429, 'ADJ': 0.03571428571428571}",PUNCT,0.7142857142857143,1.2380952380952381,56
"E altra gente resterà attratta dalla nostra bellezza e subito volterà le spalle sorridendo per l ’ improvviso, piacevole, egoistico terrore di quella vista, felice di poter varcare il cancello; anche se sulla nuca sentirà i nostri sguardi.",Indigenous,UNLABELLED,Indigenous,37,43,222482,222719,"E altra gente resterà attratta dalla nostra bellezza e subito volterà le spalle sorridendo per l’improvviso, piacevole, egoistico terrore di quella vista, felice di poter varcare il cancello; anche se sulla nuca sentirà i nostri sguardi.","['2482-1', '2482-2', '2482-3', '2482-4', '2482-5', '2482-6', '2482-7', '2482-8', '2482-9', '2482-10', '2482-11', '2482-12', '2482-13', '2482-14', '2482-15', '2482-16', '2482-17', '2482-18', '2482-19', '2482-20', '2482-21', '2482-22', '2482-23', '2482-24', '2482-25', '2482-26', '2482-27', '2482-28', '2482-29', '2482-30', '2482-31', '2482-32', '2482-33', '2482-34', '2482-35', '2482-36', '2482-37', '2482-38', '2482-39', '2482-40', '2482-41', '2482-42', '2482-43']",2582,"['CCONJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'DET', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADV', 'SCONJ', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'DET', 'NOUN', 'PUNCT']","['e', 'altro', 'gente', 'restare', 'attrarre', 'da', 'il', 'nostro', 'bellezza', 'e', 'subito', 'voltare', 'il', 'spalla', 'sorridere', 'per', 'lo', '’', 'improvviso', ',', 'piacevole', ',', 'egoistico', 'terrore', 'di', 'quello', 'vista', ',', 'felice', 'di', 'potere', 'varcare', 'il', 'cancello', ';', 'anche', 'se', 'su', 'il', 'nuca', 'sentire', 'il', 'nostro', 'sguardo', '.']","{'CCONJ': 2, 'ADJ': 5, 'NOUN': 8, 'VERB': 6, 'ADP': 5, 'DET': 9, 'ADV': 2, 'PUNCT': 6, 'AUX': 1, 'SCONJ': 1}","{'CCONJ': 0.044444444444444446, 'ADJ': 0.1111111111111111, 'NOUN': 0.17777777777777778, 'VERB': 0.13333333333333333, 'ADP': 0.1111111111111111, 'DET': 0.2, 'ADV': 0.044444444444444446, 'PUNCT': 0.13333333333333333, 'AUX': 0.022222222222222223, 'SCONJ': 0.022222222222222223}",DET,0.8,0.8571428571428571,45
"Stavano là come due macabre gitanti dimenticate dalla comitiva, con la notte che incombeva alle loro spalle, rassegnate a quel buio, parlando a bassa voce.",Description,Indigenous,Description_Indigenous,25,29,225186,225341,"Stavano là come due macabre gitanti dimenticate dalla comitiva, con la notte che incombeva alle loro spalle, rassegnate a quel buio, parlando a bassa voce.","['2520-1', '2520-2', '2520-3', '2520-4', '2520-5', '2520-6', '2520-7', '2520-8', '2520-9', '2520-10', '2520-11', '2520-12', '2520-13', '2520-14', '2520-15', '2520-16', '2520-17', '2520-18', '2520-19', '2520-20', '2520-21', '2520-22', '2520-23', '2520-24', '2520-25', '2520-26', '2520-27', '2520-28', '2520-29']",2620,"['VERB', 'ADV', 'ADP', 'NUM', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['stare', 'là', 'come', 'due', 'macabro', 'gitante', 'dimenticare', 'da', 'il', 'comitiva', ',', 'con', 'il', 'notte', 'che', 'incombere', 'a', 'il', 'loro', 'spalla', ',', 'rassegnare', 'a', 'quello', 'buio', ',', 'parlare', 'a', 'basso', 'voce', '.']","{'VERB': 5, 'ADV': 1, 'ADP': 6, 'NUM': 1, 'ADJ': 2, 'NOUN': 6, 'DET': 5, 'PUNCT': 4, 'PRON': 1}","{'VERB': 0.16129032258064516, 'ADV': 0.03225806451612903, 'ADP': 0.1935483870967742, 'NUM': 0.03225806451612903, 'ADJ': 0.06451612903225806, 'NOUN': 0.1935483870967742, 'DET': 0.16129032258064516, 'PUNCT': 0.12903225806451613, 'PRON': 0.03225806451612903}",ADP,0.8064516129032258,0.8571428571428571,31
I loro turbanti facevano una sola macchia grigia.,Description,Indigenous,Description_Indigenous,8,9,225342,225391,I loro turbanti facevano una sola macchia grigia.,"['2521-1', '2521-2', '2521-3', '2521-4', '2521-5', '2521-6', '2521-7', '2521-8', '2521-9']",2621,"['DET', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']","['il', 'loro', 'turbante', 'fare', 'uno', 'solo', 'macchia', 'grigio', '.']","{'DET': 3, 'NOUN': 2, 'VERB': 1, 'ADJ': 2, 'PUNCT': 1}","{'DET': 0.3333333333333333, 'NOUN': 0.2222222222222222, 'VERB': 0.1111111111111111, 'ADJ': 0.2222222222222222, 'PUNCT': 0.1111111111111111}",DET,1.0,0.6,9
"Soltanto una di esse, quella che avevo più guardata, mi accennò all ’ amica, fissando gli occhi nel buio e sorrise appena; poi entrambe ripresero a mangiare, senza fretta, né sentivano fastidio per la mia presenza.",Indigenous,UNLABELLED,Indigenous,35,43,225431,225643,"Soltanto una di esse, quella che avevo più guardata, mi accennò all’amica, fissando gli occhi nel buio e sorrise appena; poi entrambe ripresero a mangiare, senza fretta, né sentivano fastidio per la mia presenza.","['2523-1', '2523-2', '2523-3', '2523-4', '2523-5', '2523-6', '2523-7', '2523-8', '2523-9', '2523-10', '2523-11', '2523-12', '2523-13', '2523-14', '2523-15', '2523-16', '2523-17', '2523-18', '2523-19', '2523-20', '2523-21', '2523-22', '2523-23', '2523-24', '2523-25', '2523-26', '2523-27', '2523-28', '2523-29', '2523-30', '2523-31', '2523-32', '2523-33', '2523-34', '2523-35', '2523-36', '2523-37', '2523-38', '2523-39', '2523-40', '2523-41', '2523-42', '2523-43']",2623,"['ADV', 'PRON', 'ADP', 'PRON', 'PUNCT', 'PRON', 'PRON', 'AUX', 'ADV', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'PUNCT', 'ADV', 'PRON', 'VERB', 'ADP', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT']","['soltanto', 'uno', 'di', 'esso', ',', 'quello', 'che', 'avere', 'più', 'guardare', ',', 'mi', 'accennare', 'all', '’', 'amico', ',', 'fissare', 'il', 'occhio', 'in', 'il', 'buio', 'e', 'sorridere', 'appena', ';', 'poi', 'entrambi', 'riprendere', 'a', 'mangiare', ',', 'senza', 'fretta', ',', 'né', 'sentire', 'fastidio', 'per', 'il', 'mio', 'presenza', '.']","{'ADV': 5, 'PRON': 6, 'ADP': 6, 'PUNCT': 7, 'AUX': 1, 'VERB': 7, 'DET': 5, 'NOUN': 6, 'CCONJ': 1}","{'ADV': 0.11363636363636363, 'PRON': 0.13636363636363635, 'ADP': 0.13636363636363635, 'PUNCT': 0.1590909090909091, 'AUX': 0.022727272727272728, 'VERB': 0.1590909090909091, 'DET': 0.11363636363636363, 'NOUN': 0.13636363636363635, 'CCONJ': 0.022727272727272728}",PUNCT,0.8636363636363636,1.0555555555555556,44
"Le donne adesso ridevano sommessamente, proprio come due ragazze che s ’ animano vedendosi osservate.",Indigenous,UNLABELLED,Indigenous,14,17,225820,225919,"Le donne adesso ridevano sommessamente, proprio come due ragazze che s’animano vedendosi osservate.","['2529-1', '2529-2', '2529-3', '2529-4', '2529-5', '2529-6', '2529-7', '2529-8', '2529-9', '2529-10', '2529-11', '2529-12', '2529-13', '2529-14', '2529-15', '2529-16', '2529-17']",2629,"['DET', 'NOUN', 'ADV', 'VERB', 'ADV', 'PUNCT', 'ADV', 'ADP', 'NUM', 'NOUN', 'PRON', 'PRON', 'PUNCT', 'VERB', 'VERB', 'PRON', 'VERB', 'PUNCT']","['il', 'donna', 'adesso', 'ridere', 'sommessamente', ',', 'proprio', 'come', 'due', 'ragazzo', 'che', 's', '’', 'animare', 'vedere', 'si', 'osservare', '.']","{'DET': 1, 'NOUN': 2, 'ADV': 3, 'VERB': 4, 'PUNCT': 3, 'ADP': 1, 'NUM': 1, 'PRON': 3}","{'DET': 0.05555555555555555, 'NOUN': 0.1111111111111111, 'ADV': 0.16666666666666666, 'VERB': 0.2222222222222222, 'PUNCT': 0.16666666666666666, 'ADP': 0.05555555555555555, 'NUM': 0.05555555555555555, 'PRON': 0.16666666666666666}",VERB,1.0,0.5555555555555556,18
Qualcosa non era ancora morto in loro e sarebbe sopravvissuto allo sfacelo del corpo per molto tempo.,Indigenous,UNLABELLED,Indigenous,17,18,225920,226021,Qualcosa non era ancora morto in loro e sarebbe sopravvissuto allo sfacelo del corpo per molto tempo.,"['2530-1', '2530-2', '2530-3', '2530-4', '2530-5', '2530-6', '2530-7', '2530-8', '2530-9', '2530-10', '2530-11', '2530-12', '2530-13', '2530-14', '2530-15', '2530-16', '2530-17', '2530-18']",2630,"['PRON', 'ADV', 'AUX', 'ADV', 'VERB', 'ADP', 'PRON', 'CCONJ', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['qualcosa', 'non', 'essere', 'ancora', 'morire', 'in', 'loro', 'e', 'essere', 'sopravvivere', 'a', 'il', 'sfacelo', 'di', 'il', 'corpo', 'per', 'molto', 'tempo', '.']","{'PRON': 2, 'ADV': 2, 'AUX': 2, 'VERB': 2, 'ADP': 4, 'CCONJ': 1, 'DET': 3, 'NOUN': 3, 'PUNCT': 1}","{'PRON': 0.1, 'ADV': 0.1, 'AUX': 0.1, 'VERB': 0.1, 'ADP': 0.2, 'CCONJ': 0.05, 'DET': 0.15, 'NOUN': 0.15, 'PUNCT': 0.05}",ADP,0.9,1.7142857142857142,20
"Colei che io più guardavo si acconciò anzi la veste, con rapida civetteria, e ancora per un attimo vidi quella mano",Indigenous,UNLABELLED,Indigenous,21,23,226022,226137,"Colei che io più guardavo si acconciò anzi la veste, con rapida civetteria, e ancora per un attimo vidi quella mano.","['2531-1', '2531-2', '2531-3', '2531-4', '2531-5', '2531-6', '2531-7', '2531-8', '2531-9', '2531-10', '2531-11', '2531-12', '2531-13', '2531-14', '2531-15', '2531-16', '2531-17', '2531-18', '2531-19', '2531-20', '2531-21', '2531-22', '2531-23']",2631,"['PROPN', 'PRON', 'PRON', 'ADV', 'VERB', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN']","['Colei', 'che', 'io', 'più', 'guardare', 'si', 'acconciare', 'anzi', 'il', 'veste', ',', 'con', 'rapido', 'civetteria', ',', 'e', 'ancora', 'per', 'uno', 'attimo', 'vedere', 'quello', 'mano']","{'PROPN': 1, 'PRON': 3, 'ADV': 3, 'VERB': 3, 'DET': 3, 'NOUN': 4, 'PUNCT': 2, 'ADP': 2, 'ADJ': 1, 'CCONJ': 1}","{'PROPN': 0.043478260869565216, 'PRON': 0.13043478260869565, 'ADV': 0.13043478260869565, 'VERB': 0.13043478260869565, 'DET': 0.13043478260869565, 'NOUN': 0.17391304347826086, 'PUNCT': 0.08695652173913043, 'ADP': 0.08695652173913043, 'ADJ': 0.043478260869565216, 'CCONJ': 0.043478260869565216}",NOUN,0.9565217391304348,0.75,23
"Si parlava in quei giorni di un nuovo trasferimento e, fugata l ’ apprensione di una lunga permanenza laggiù, passavano le ore del riposo ad anticipare le gioie del ritorno.",Conqueror,UNLABELLED,Conqueror,29,33,226671,226842,"Si parlava in quei giorni di un nuovo trasferimento e, fugata l’apprensione di una lunga permanenza laggiù, passavano le ore del riposo ad anticipare le gioie del ritorno.","['2538-1', '2538-2', '2538-3', '2538-4', '2538-5', '2538-6', '2538-7', '2538-8', '2538-9', '2538-10', '2538-11', '2538-12', '2538-13', '2538-14', '2538-15', '2538-16', '2538-17', '2538-18', '2538-19', '2538-20', '2538-21', '2538-22', '2538-23', '2538-24', '2538-25', '2538-26', '2538-27', '2538-28', '2538-29', '2538-30', '2538-31', '2538-32', '2538-33']",2639,"['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'PUNCT', 'VERB', 'DET', 'PUNCT', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADV', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['si', 'parlare', 'in', 'quello', 'giorno', 'di', 'uno', 'nuovo', 'trasferimento', 'e', ',', 'fugare', 'lo', '’', 'apprensione', 'di', 'uno', 'lungo', 'permanenza', 'laggiù', ',', 'passare', 'il', 'ora', 'di', 'il', 'riposo', 'a', 'anticipare', 'il', 'gioia', 'di', 'il', 'ritorno', '.']","{'PRON': 1, 'VERB': 4, 'ADP': 6, 'DET': 8, 'NOUN': 8, 'ADJ': 2, 'CCONJ': 1, 'PUNCT': 4, 'ADV': 1}","{'PRON': 0.02857142857142857, 'VERB': 0.11428571428571428, 'ADP': 0.17142857142857143, 'DET': 0.22857142857142856, 'NOUN': 0.22857142857142856, 'ADJ': 0.05714285714285714, 'CCONJ': 0.02857142857142857, 'PUNCT': 0.11428571428571428, 'ADV': 0.02857142857142857}",DET,0.7714285714285715,1.0666666666666667,35
"Esse si presentavano così vivacemente alla loro immaginazione che dalle tende uscivano a tratti grida e scoppi di risa, come non sentivo da mesi, ormai.",Conqueror,UNLABELLED,Conqueror,25,28,226843,226995,"Esse si presentavano così vivacemente alla loro immaginazione che dalle tende uscivano a tratti grida e scoppi di risa, come non sentivo da mesi, ormai.","['2539-1', '2539-2', '2539-3', '2539-4', '2539-5', '2539-6', '2539-7', '2539-8', '2539-9', '2539-10', '2539-11', '2539-12', '2539-13', '2539-14', '2539-15', '2539-16', '2539-17', '2539-18', '2539-19', '2539-20', '2539-21', '2539-22', '2539-23', '2539-24', '2539-25', '2539-26', '2539-27', '2539-28']",2640,"['PRON', 'PRON', 'VERB', 'ADV', 'ADV', 'ADP', 'DET', 'DET', 'NOUN', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'SCONJ', 'ADV', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'PUNCT']","['esse', 'si', 'presentare', 'così', 'vivace', 'a', 'il', 'loro', 'immaginazione', 'che', 'da', 'il', 'tenda', 'uscire', 'a', 'tratto', 'gridare', 'e', 'scoppio', 'di', 'risa', ',', 'come', 'non', 'sentire', 'da', 'mese', ',', 'ormai', '.']","{'PRON': 3, 'VERB': 3, 'ADV': 4, 'ADP': 5, 'DET': 3, 'NOUN': 7, 'CCONJ': 1, 'PUNCT': 3, 'SCONJ': 1}","{'PRON': 0.1, 'VERB': 0.1, 'ADV': 0.13333333333333333, 'ADP': 0.16666666666666666, 'DET': 0.1, 'NOUN': 0.23333333333333334, 'CCONJ': 0.03333333333333333, 'PUNCT': 0.1, 'SCONJ': 0.03333333333333333}",NOUN,0.8666666666666667,0.9285714285714286,30
"Ricordai la lotta sostenuta da Mariam, una lotta cortese alla quale lei stessa non aveva creduto, la sua subitanea rassegnazione, il furore del suo corpo che sapeva già di essere solo e mi aveva chiesto ciò che non avrebbe più avuto.",Indigenous,UNLABELLED,Indigenous,41,45,227915,228148,"Ricordai la lotta sostenuta da Mariam, una lotta cortese alla quale lei stessa non aveva creduto, la sua subitanea rassegnazione, il furore del suo corpo che sapeva già di essere solo e mi aveva chiesto ciò che non avrebbe più avuto.","['2555-1', '2555-2', '2555-3', '2555-4', '2555-5', '2555-6', '2555-7', '2555-8', '2555-9', '2555-10', '2555-11', '2555-12', '2555-13', '2555-14', '2555-15', '2555-16', '2555-17', '2555-18', '2555-19', '2555-20', '2555-21', '2555-22', '2555-23', '2555-24', '2555-25', '2555-26', '2555-27', '2555-28', '2555-29', '2555-30', '2555-31', '2555-32', '2555-33', '2555-34', '2555-35', '2555-36', '2555-37', '2555-38', '2555-39', '2555-40', '2555-41', '2555-42', '2555-43', '2555-44', '2555-45']",2656,"['VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'PRON', 'PRON', 'ADJ', 'ADV', 'AUX', 'VERB', 'PUNCT', 'DET', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'PRON', 'VERB', 'ADV', 'ADP', 'AUX', 'ADV', 'CCONJ', 'PRON', 'AUX', 'VERB', 'PRON', 'PRON', 'ADV', 'AUX', 'ADV', 'VERB', 'PUNCT']","['ricordare', 'il', 'lotta', 'sostenere', 'da', 'Mariam', ',', 'uno', 'lotta', 'cortese', 'a', 'il', 'quale', 'lei', 'stesso', 'non', 'avere', 'credere', ',', 'il', 'suo', 'subitaneo', 'rassegnazione', ',', 'il', 'furore', 'di', 'il', 'suo', 'corpo', 'che', 'sapere', 'già', 'di', 'essere', 'solo', 'e', 'mi', 'avere', 'chiedere', 'ciò', 'che', 'non', 'avere', 'più', 'avere', '.']","{'VERB': 6, 'DET': 8, 'NOUN': 5, 'ADP': 4, 'PROPN': 1, 'PUNCT': 4, 'ADJ': 3, 'PRON': 6, 'ADV': 5, 'AUX': 4, 'CCONJ': 1}","{'VERB': 0.1276595744680851, 'DET': 0.1702127659574468, 'NOUN': 0.10638297872340426, 'ADP': 0.0851063829787234, 'PROPN': 0.02127659574468085, 'PUNCT': 0.0851063829787234, 'ADJ': 0.06382978723404255, 'PRON': 0.1276595744680851, 'ADV': 0.10638297872340426, 'AUX': 0.0851063829787234, 'CCONJ': 0.02127659574468085}",DET,0.7021276595744681,1.15,47
"Poi, quelle mani che stringevano e certo volevano dirmi l ’ orrore della sua solitudine, la tentazione di trascinarvi anche me.",Indigenous,UNLABELLED,Indigenous,20,24,228149,228274,"Poi, quelle mani che stringevano e certo volevano dirmi l’orrore della sua solitudine, la tentazione di trascinarvi anche me.","['2556-1', '2556-2', '2556-3', '2556-4', '2556-5', '2556-6', '2556-7', '2556-8', '2556-9', '2556-10', '2556-11', '2556-12', '2556-13', '2556-14', '2556-15', '2556-16', '2556-17', '2556-18', '2556-19', '2556-20', '2556-21', '2556-22', '2556-23', '2556-24']",2657,"['ADV', 'PUNCT', 'DET', 'NOUN', 'PRON', 'VERB', 'CCONJ', 'ADV', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'VERB', 'PRON', 'ADV', 'PRON', 'PUNCT']","['poi', ',', 'quello', 'mano', 'che', 'stringere', 'e', 'certo', 'volere', 'dire', 'lo', '’', 'orrore', 'di', 'il', 'suo', 'solitudine', ',', 'il', 'tentazione', 'di', 'trascinare', 'vi', 'anche', 'me', '.']","{'ADV': 3, 'PUNCT': 3, 'DET': 5, 'NOUN': 4, 'PRON': 3, 'VERB': 3, 'CCONJ': 1, 'AUX': 1, 'ADJ': 1, 'ADP': 2}","{'ADV': 0.11538461538461539, 'PUNCT': 0.11538461538461539, 'DET': 0.19230769230769232, 'NOUN': 0.15384615384615385, 'PRON': 0.11538461538461539, 'VERB': 0.11538461538461539, 'CCONJ': 0.038461538461538464, 'AUX': 0.038461538461538464, 'ADJ': 0.038461538461538464, 'ADP': 0.07692307692307693}",DET,0.8846153846153846,1.0909090909090908,26
"E poi, l ’ essersi rifiutata di accompagnarmi al ponte, l ’ aver voluto che dormissi nella boscaglia, lontano da chi avrebbe potuto avvisarmi.",Indigenous,UNLABELLED,Indigenous,22,28,228275,228413,"E poi, l’essersi rifiutata di accompagnarmi al ponte, l’aver voluto che dormissi nella boscaglia, lontano da chi avrebbe potuto avvisarmi.","['2557-1', '2557-2', '2557-3', '2557-4', '2557-5', '2557-6', '2557-7', '2557-8', '2557-9', '2557-10', '2557-11', '2557-12', '2557-13', '2557-14', '2557-15', '2557-16', '2557-17', '2557-18', '2557-19', '2557-20', '2557-21', '2557-22', '2557-23', '2557-24', '2557-25', '2557-26', '2557-27', '2557-28']",2658,"['CCONJ', 'ADV', 'PUNCT', 'DET', 'PUNCT', 'AUX', 'PRON', 'VERB', 'ADP', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'PUNCT', 'AUX', 'VERB', 'SCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'PRON', 'AUX', 'AUX', 'VERB', 'PRON', 'PUNCT']","['e', 'poi', ',', 'lo', '’', 'essere', 'si', 'rifiutare', 'di', 'accompagnare', 'mi', 'a', 'il', 'ponte', ',', 'lo', '’', 'avere', 'volere', 'che', 'dormire', 'in', 'il', 'boscaglia', ',', 'lontano', 'da', 'chi', 'avere', 'potere', 'avvisare', 'mi', '.']","{'CCONJ': 1, 'ADV': 2, 'PUNCT': 6, 'DET': 4, 'AUX': 4, 'PRON': 4, 'VERB': 5, 'ADP': 4, 'NOUN': 2, 'SCONJ': 1}","{'CCONJ': 0.030303030303030304, 'ADV': 0.06060606060606061, 'PUNCT': 0.18181818181818182, 'DET': 0.12121212121212122, 'AUX': 0.12121212121212122, 'PRON': 0.12121212121212122, 'VERB': 0.15151515151515152, 'ADP': 0.12121212121212122, 'NOUN': 0.06060606060606061, 'SCONJ': 0.030303030303030304}",PUNCT,0.7878787878787878,2.0,33
"Voleva essere vinta, ecco tutto, per sentirsi meno colpevole.",Indigenous,UNLABELLED,Indigenous,9,12,231388,231449,"Voleva essere vinta, ecco tutto, per sentirsi meno colpevole.","['2597-1', '2597-2', '2597-3', '2597-4', '2597-5', '2597-6', '2597-7', '2597-8', '2597-9', '2597-10', '2597-11', '2597-12']",2698,"['AUX', 'AUX', 'VERB', 'PUNCT', 'ADV', 'PRON', 'PUNCT', 'ADP', 'VERB', 'PRON', 'ADV', 'ADJ', 'PUNCT']","['volere', 'essere', 'vincere', ',', 'ecco', 'tutto', ',', 'per', 'sentire', 'si', 'meno', 'colpevole', '.']","{'AUX': 2, 'VERB': 2, 'PUNCT': 3, 'ADV': 2, 'PRON': 2, 'ADP': 1, 'ADJ': 1}","{'AUX': 0.15384615384615385, 'VERB': 0.15384615384615385, 'PUNCT': 0.23076923076923078, 'ADV': 0.15384615384615385, 'PRON': 0.15384615384615385, 'ADP': 0.07692307692307693, 'ADJ': 0.07692307692307693}",PUNCT,0.9230769230769231,1.0,13
